fold,model,model_type,feature_group,category,slice_type,slice_value,n_obs,brier,log_loss,avg_pred,avg_actual,auc
2,market_probability,market,market,baseline,active_count_bucket,51-100,17934,0.06403496738427991,0.214888318374834,0.15275339506816518,0.07494145199063232,0.9125103825813026
2,market_probability,market,market,baseline,prob_bucket,0-5%,8442,0.0004482212828329803,0.015577002905509289,0.015347238468665562,0.0,
2,market_probability,market,market,baseline,prob_bucket,5-10%,2577,0.005694266880093132,0.0771794606284538,0.07417209934031821,0.0,
2,market_probability,market,market,baseline,prob_bucket,10-25%,2861,0.10685748531981824,0.3717097489944664,0.157301992310381,0.11744145403704999,0.5217686232909005
2,market_probability,market,market,baseline,prob_bucket,25-50%,2438,0.1422939602132896,0.46952627521917506,0.3677912223133716,0.07588187038556193,0.9729921666006885
2,market_probability,market,market,baseline,prob_bucket,50-75%,1249,0.27944562169735787,0.7574779430409911,0.6202305844675741,0.49719775820656525,0.4050509246438352
2,market_probability,market,market,baseline,prob_bucket,75-90%,333,0.2997734962462462,0.8551481479961385,0.7996651651651652,0.6066066066066066,0.15928501247071275
2,market_probability,market,market,baseline,prob_bucket,90-95%,33,0.8339423939393938,2.451123644566325,0.9131515151515153,0.0,
2,market_probability,market,market,baseline,prob_bucket,95-100%,1,0.9409,3.506557897319981,0.97,0.0,
2,logit_pca,logit,pca,logistic,overall,overall,17934,0.053140418009048056,0.185151393110408,0.07556166276849745,0.07494145199063232,0.9109826855320188
2,logit_pca,logit,pca,logistic,broad_domain,crypto,6384,0.05071540946400879,0.1596651578721863,0.10321444485005284,0.0,
2,logit_pca,logit,pca,logistic,broad_domain,macro,11550,0.05448078636848794,0.19923833040571598,0.06027721594523774,0.11636363636363636,0.9619452376286591
2,logit_pca,logit,pca,logistic,broad_family,crypto_btc,3360,0.03096035621120965,0.10684909314359572,0.08209480123265843,0.0,
2,logit_pca,logit,pca,logistic,broad_family,crypto_eth,2352,0.09333789959865021,0.27596908160683714,0.1581541936637536,0.0,
2,logit_pca,logit,pca,logistic,broad_family,crypto_microstrategy,336,0.00012470052217924068,0.01114804410061391,0.011085215342357195,0.0,
2,logit_pca,logit,pca,logistic,broad_family,crypto_policy,336,0.0004992199913397578,0.02221545278710891,0.021961868835786557,0.0,
2,logit_pca,logit,pca,logistic,broad_family,macro_fed_rates,11550,0.05448078636848794,0.19923833040571598,0.06027721594523774,0.11636363636363636,0.9619452376286591
2,logit_pca,logit,pca,logistic,Y_i,0,16590,0.0204306793256366,0.07323728124935114,0.05100689476359874,0.0,
2,logit_pca,logit,pca,logistic,Y_i,1,1344,0.4569012548824081,1.5665912113953286,0.3786595803289658,1.0,
2,logit_pca,logit,pca,logistic,active_count_bucket,51-100,17934,0.053140418009048056,0.185151393110408,0.07556166276849745,0.07494145199063232,0.9109826855320188
2,logit_pca,logit,pca,logistic,prob_bucket,0-5%,8442,4.047817624391849e-05,0.006269347015374748,0.006249016817112873,0.0,
2,logit_pca,logit,pca,logistic,prob_bucket,5-10%,2577,0.00010557899303928261,0.010182386813679953,0.010129217333438667,0.0,
2,logit_pca,logit,pca,logistic,prob_bucket,10-25%,2861,0.1132056619887555,0.48048472988413043,0.021158086027725335,0.11744145403704999,0.4869843234323432
2,logit_pca,logit,pca,logistic,prob_bucket,25-50%,2438,0.057138913858316986,0.21657832125855198,0.1193463627338712,0.07588187038556193,0.9754993342210386
2,logit_pca,logit,pca,logistic,prob_bucket,50-75%,1249,0.28768867690369093,0.7734632978439738,0.4998895884906691,0.49719775820656525,0.4082035857513565
2,logit_pca,logit,pca,logistic,prob_bucket,75-90%,333,0.3067618388396491,0.880027009687548,0.8098825495189175,0.6066066066066066,0.18844002720882774
2,logit_pca,logit,pca,logistic,prob_bucket,90-95%,33,0.8143640781900184,2.3284373373212546,0.9024063401654084,0.0,
2,logit_pca,logit,pca,logistic,prob_bucket,95-100%,1,0.8715274423643303,2.7114009278849984,0.9335563412908352,0.0,
2,logit_pca_controls,logit,pca_controls,logistic,overall,overall,17934,0.029310487993787653,0.1201564651475914,0.08014886447909779,0.07494145199063232,0.9441532836763398
2,logit_pca_controls,logit,pca_controls,logistic,broad_domain,crypto,6384,0.01686475169923583,0.06738279767151602,0.05382653384910201,0.0,
2,logit_pca_controls,logit,pca_controls,logistic,broad_domain,macro,11550,0.03618958587295811,0.1493259104434585,0.09469793450004092,0.11636363636363636,0.9470673471720651
2,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_btc,3360,0.006146701842054285,0.034455215419738956,0.030668473884550317,0.0,
2,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_eth,2352,0.036936485883892534,0.12980218152895248,0.09844570122872494,0.0,
2,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_microstrategy,336,8.272199239943174e-05,0.009107594583124327,0.009065978621096874,0.0,
2,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_policy,336,0.00032514068529079256,0.01799813627562294,0.017833517065263465,0.0,
2,logit_pca_controls,logit,pca_controls,logistic,broad_family,macro_fed_rates,11550,0.03618958587295811,0.1493259104434585,0.09469793450004092,0.11636363636363636,0.9470673471720651
2,logit_pca_controls,logit,pca_controls,logistic,Y_i,0,16590,0.008529122122584085,0.045207613060111486,0.038749833420458686,0.0,
2,logit_pca_controls,logit,pca_controls,logistic,Y_i,1,1344,0.2858304729664567,1.0453063581024213,0.5911681541091741,1.0,
2,logit_pca_controls,logit,pca_controls,logistic,active_count_bucket,51-100,17934,0.029310487993787653,0.1201564651475914,0.08014886447909779,0.07494145199063232,0.9441532836763398
2,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,0-5%,8442,0.0002863832597940588,0.012257913436221275,0.012111273906332038,0.0,
2,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,5-10%,2577,0.0006332040229995183,0.017735318293614143,0.01740786391441937,0.0,
2,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,10-25%,2861,0.11172420161937563,0.4259836502418064,0.03347478329716924,0.11744145403704999,0.7731954266855258
2,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,25-50%,2438,0.033376166636025065,0.1514623304265105,0.13678269309353272,0.07588187038556193,0.998330154388743
2,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,50-75%,1249,0.04689463838081159,0.20146715967478027,0.4545905277719649,0.49719775820656525,1.0
2,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,75-90%,333,0.13360922576639694,0.36925327732073415,0.8073655693020445,0.6066066066066066,1.0
2,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,90-95%,33,0.511692740442003,1.2572071424682167,0.7151928975631525,0.0,
2,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,95-100%,1,0.6417063900437979,1.6147810809833802,0.8010657838428739,0.0,
2,logit_pca_topology,logit,pca_topology,logistic,overall,overall,17934,0.03200229385402051,0.1248521209984778,0.07664742631212156,0.07494145199063232,0.9368652497918999
2,logit_pca_topology,logit,pca_topology,logistic,broad_domain,crypto,6384,0.0202216437782288,0.07620100072978102,0.05932292998116048,0.0,
2,logit_pca_topology,logit,pca_topology,logistic,broad_domain,macro,11550,0.038513780441367204,0.1517429220197211,0.08622314792050732,0.11636363636363636,0.9367251873314484
2,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_btc,3360,0.004447196075489976,0.0296401897011322,0.02699586105771595,0.0,
2,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_eth,2352,0.048499940874267865,0.16160779559569372,0.11959077830167877,0.0,
2,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_microstrategy,336,3.604648336019493e-05,0.0059871869207181036,0.005969089922804051,0.0,
2,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_policy,336,0.00020363842821221261,0.014175360763943228,0.014072521030334148,0.0,
2,logit_pca_topology,logit,pca_topology,logistic,broad_family,macro_fed_rates,11550,0.038513780441367204,0.1517429220197211,0.08622314792050732,0.11636363636363636,0.9367251873314484
2,logit_pca_topology,logit,pca_topology,logistic,Y_i,0,16590,0.009115992904834704,0.04604159499843191,0.038782034675475266,0.0,
2,logit_pca_topology,logit,pca_topology,logistic,Y_i,1,1344,0.31450507119553284,1.0976695513115442,0.5440483543269743,1.0,
2,logit_pca_topology,logit,pca_topology,logistic,active_count_bucket,51-100,17934,0.03200229385402051,0.1248521209984778,0.07664742631212156,0.07494145199063232,0.9368652497918999
2,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,0-5%,8442,0.00036470076650120455,0.012528948443307287,0.012341265220668144,0.0,
2,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,5-10%,2577,0.0007516375514689213,0.017305643879941775,0.01691339112485158,0.0,
2,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,10-25%,2861,0.11019356620580463,0.4127267035214454,0.030827478945275384,0.11744145403704999,0.7563177746346064
2,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,25-50%,2438,0.03601709551334145,0.15362100966644446,0.121425998258104,0.07588187038556193,0.9989923345449311
2,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,50-75%,1249,0.07589901064772378,0.27521408782951956,0.43765546751709045,0.49719775820656525,0.9992589515574838
2,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,75-90%,333,0.15567909019108817,0.42717518418195577,0.8120554299707982,0.6066066066066066,1.0
2,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,90-95%,33,0.5613592779789451,1.384057191565928,0.7491461226524001,0.0,
2,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,95-100%,1,0.6760348547872446,1.7271712547071778,0.8222133876234591,0.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,overall,overall,17934,0.03173952654545133,0.13087057079907227,0.08564842727050843,0.07494145199063232,0.9330637898619363
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_domain,crypto,6384,0.015301232520295324,0.06465977144458306,0.053494702974023665,0.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_domain,macro,11550,0.04082541997026484,0.16746708535137175,0.10342066760892911,0.11636363636363636,0.9274425262217371
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_btc,3360,0.008234096259655856,0.037988159247033554,0.03269905029815308,0.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_eth,2352,0.029734969043134808,0.11826960337495526,0.09553740838375625,0.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_microstrategy,336,5.163398773618537e-05,0.007189337034419279,0.007163394528286139,0.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_policy,336,0.0001860379993727484,0.01357750431763656,0.013483600310338845,0.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,macro_fed_rates,11550,0.04082541997026484,0.16746708535137175,0.10342066760892911,0.11636363636363636,0.9274425262217371
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,0,16590,0.009051257791903921,0.0521680517042163,0.046058363563320444,0.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,1,1344,0.3117978439720523,1.1023547908762008,0.5743382761561102,1.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,active_count_bucket,51-100,17934,0.03173952654545133,0.13087057079907227,0.08564842727050843,0.07494145199063232,0.9330637898619363
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,0-5%,8442,0.0019326921021116208,0.024828027376349194,0.023787072821565104,0.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,5-10%,2577,0.0040040332841896654,0.03545557152664328,0.033231852361788536,0.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,10-25%,2861,0.11225821241624961,0.43064777491436146,0.03136529301300755,0.11744145403704999,0.7668198962753419
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,25-50%,2438,0.04669162748207024,0.17937009340289287,0.13125190078758703,0.07588187038556193,0.9911589352335024
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,50-75%,1249,0.04770771097352393,0.192712179408817,0.44739942649826603,0.49719775820656525,0.9989409930561965
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,75-90%,333,0.10095779384447182,0.30098451516309593,0.7776229171622324,0.6066066066066066,1.0
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,90-95%,33,0.4186148092402044,1.0418165277289837,0.6468122509978206,0.0,
2,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,95-100%,1,0.557389981496571,1.372728983041536,0.7465855486791658,0.0,
2,xgb_pca,xgb,pca,xgboost,overall,overall,17934,0.052722858766301034,0.17545548288314478,0.07145412177079276,0.07494145199063232,0.9137778872097363
2,xgb_pca,xgb,pca,xgboost,broad_domain,crypto,6384,0.025247278386660986,0.11384337718970637,0.09455261188139089,0.0,
2,xgb_pca,xgb,pca,xgboost,broad_domain,macro,11550,0.06790936137613844,0.20951017403006347,0.05868695632784397,0.11636363636363636,0.9629751377574349
2,xgb_pca,xgb,pca,xgboost,broad_family,crypto_btc,3360,0.015224095020399373,0.08642450035136984,0.07706580935434128,0.0,
2,xgb_pca,xgb,pca,xgboost,broad_family,crypto_eth,2352,0.04600065966111721,0.17262404929163108,0.13404177931980008,0.0,
2,xgb_pca,xgb,pca,xgboost,broad_family,crypto_microstrategy,336,0.00024408831568897192,0.01574663106806816,0.015623300663372945,0.0,
2,xgb_pca,xgb,pca,xgboost,broad_family,crypto_policy,336,0.005208633199055629,0.07466418698123689,0.07192577630104054,0.0,
2,xgb_pca,xgb,pca,xgboost,broad_family,macro_fed_rates,11550,0.06790936137613844,0.20951017403006347,0.05868695632784397,0.11636363636363636,0.9629751377574349
2,xgb_pca,xgb,pca,xgboost,Y_i,0,16590,0.011353296036185423,0.0644788160565361,0.05614880923992399,0.0,
2,xgb_pca,xgb,pca,xgboost,Y_i,1,1344,0.5633783987161656,1.545323714024096,0.26037907332370414,1.0,
2,xgb_pca,xgb,pca,xgboost,active_count_bucket,51-100,17934,0.052722858766301034,0.17545548288314478,0.07145412177079276,0.07494145199063232,0.9137778872097363
2,xgb_pca,xgb,pca,xgboost,prob_bucket,0-5%,8442,0.0002440841984757137,0.01574649655167086,0.015623168238089834,0.0,
2,xgb_pca,xgb,pca,xgboost,prob_bucket,5-10%,2577,0.000244176843230288,0.015749496857809048,0.015626121483682476,0.0,
2,xgb_pca,xgb,pca,xgboost,prob_bucket,10-25%,2861,0.10609987884974906,0.37742041906844914,0.061057395141927234,0.11744145403704999,0.5186203441772749
2,xgb_pca,xgb,pca,xgboost,prob_bucket,25-50%,2438,0.06398909278177632,0.24804607761961864,0.1449107583383002,0.07588187038556193,0.9488129940859635
2,xgb_pca,xgb,pca,xgboost,prob_bucket,50-75%,1249,0.28191323537996293,0.7618846153470931,0.3127965062641926,0.49719775820656525,0.4862623978173687
2,xgb_pca,xgb,pca,xgboost,prob_bucket,75-90%,333,0.3432775663773704,0.8875314164887921,0.500580769043427,0.6066066066066066,0.17572367923815282
2,xgb_pca,xgb,pca,xgboost,prob_bucket,90-95%,33,0.4960598215258549,1.2184644024976161,0.7043144269423052,0.0,
2,xgb_pca,xgb,pca,xgboost,prob_bucket,95-100%,1,0.4937502916123435,1.212925001367295,0.7026736736297607,0.0,
2,xgb_pca_controls,xgb,pca_controls,xgboost,overall,overall,17934,0.029534854699695457,0.11833568181796245,0.08285402711923304,0.07494145199063232,0.9950726018255402
2,xgb_pca_controls,xgb,pca_controls,xgboost,broad_domain,crypto,6384,0.005687214680005742,0.06411706482783874,0.06103513008135285,0.0,
2,xgb_pca_controls,xgb,pca_controls,xgboost,broad_domain,macro,11550,0.04271609572876032,0.14830379011795808,0.09491392657289774,0.11636363636363636,0.994945273205304
2,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_btc,3360,0.0056761488403126075,0.05911972070183947,0.05602418577875055,0.0,
2,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_eth,2352,0.006767821321270637,0.07797298949428864,0.07432086882498241,0.0,
2,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_microstrategy,336,0.00039763405741499724,0.02014226395234759,0.01994076371192932,0.0,
2,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_policy,336,0.0035232072106735545,0.061073834298173355,0.0592387682713923,0.0,
2,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,macro_fed_rates,11550,0.04271609572876032,0.14830379011795808,0.09491392657289774,0.11636363636363636,0.994945273205304
2,xgb_pca_controls,xgb,pca_controls,xgboost,Y_i,0,16590,0.004737948451572397,0.054839169778334834,0.052245168556078074,0.0,
2,xgb_pca_controls,xgb,pca_controls,xgboost,Y_i,1,1344,0.33562166619996453,0.9021207523071156,0.4606821250081772,1.0,
2,xgb_pca_controls,xgb,pca_controls,xgboost,active_count_bucket,51-100,17934,0.029534854699695457,0.11833568181796245,0.08285402711923304,0.07494145199063232,0.9950726018255402
2,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,0-5%,8442,0.001287455013573288,0.03015457376783895,0.02948507290175531,0.0,
2,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,5-10%,2577,0.0014593577213625392,0.032941399387722815,0.032182796492877745,0.0,
2,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,10-25%,2861,0.08460554381174215,0.27191420475310785,0.10223745139578096,0.11744145403704999,0.9250530410183876
2,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,25-50%,2438,0.01903827594833661,0.1271482268108959,0.13693408126208603,0.07588187038556193,0.9999784071688199
2,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,50-75%,1249,0.16482626670278797,0.480103903109801,0.2890018051724323,0.49719775820656525,0.9997538385796486
