model,fold,prob_decile,n_obs,avg_pred,avg_actual,abs_calibration_error,ece
logit_pca_controls,5,3,138,0.3492721414835944,0.0,0.3492721414835944,0.021576903215047467
logit_pca_controls,5,4,11,0.42710937251707787,0.0,0.42710937251707787,0.021576903215047467
logit_pca_controls,5,5,21,0.551998624100402,0.6666666666666666,0.11466804256626462,0.021576903215047467
logit_pca_controls,5,6,197,0.6534615780929266,0.9238578680203046,0.27039628992737796,0.021576903215047467
logit_pca_controls,5,7,199,0.7768835740497343,0.9949748743718593,0.21809130032212498,0.021576903215047467
logit_pca_controls,5,8,278,0.8316837235577311,1.0,0.16831627644226888,0.021576903215047467
logit_pca_controls,5,9,336,0.972675653360135,1.0,0.02732434663986505,0.021576903215047467
logit_pca_controls,6,0,18852,0.015019700378763556,0.01782304264799491,0.002803342269231353,0.015400035288943263
logit_pca_controls,6,1,649,0.14276336576370297,0.0,0.14276336576370297,0.015400035288943263
logit_pca_controls,6,2,405,0.2537392276168898,0.43209876543209874,0.17835953781520897,0.015400035288943263
logit_pca_controls,6,3,115,0.32177543052710583,0.2,0.12177543052710582,0.015400035288943263
logit_pca_controls,6,4,120,0.44554426493799376,0.9916666666666667,0.546122401728673,0.015400035288943263
logit_pca_controls,6,5,19,0.511631368738669,1.0,0.488368631261331,0.015400035288943263
logit_pca_controls,6,9,672,0.9787827042084962,1.0,0.021217295791503776,0.015400035288943263
logit_pca_controls,7,0,16877,0.02174909159974217,0.004562422231439237,0.017186669368302935,0.030334162171017438
logit_pca_controls,7,1,1408,0.14806655067358343,0.23508522727272727,0.08701867659914383,0.030334162171017438
